2NE1	Q171885
Yi Xing	Q710705
Atıf Yılmaz	Q758354
Yu Ying-shih	Q9079071
Ip Man	Q163830
Maharishi Mahesh Yogi	Q244968
Gunpei Yokoi	Q366261
Ada Yonath	Q7426
Yoon Jeong-hee	Q465263
Yoon Suk Yeol	Q16090635
Nima Yooshij	Q425731
Chaleo Yoovidhya	Q1059613
Yosa Buson	Q31523
Yosano Akiko	Q464104
Tekkan Yosano	Q1206405
Ovadia Yosef	Q467172
Saori Yoshida	Q230985
Shigeru Yoshida	Q301804
Isamu Yoshii	Q3155124
Akira Yoshino	Q4701206
Tokugawa Yoshinobu	Q287657
Akira Yoshizawa	Q209200
Yothu Yindi	Q1590496
Fulbert Youlou	Q559442
Alan Young	Q555246
Brigham Young	Q203559
Clara Kimball Young	Q289284
Cy Young	Q362264
John Young (astronaut)	Q107667
Kevin Young (hurdler)	Q313176
La Monte Young	Q432822
Lester Young	Q110714
Loretta Young	Q253384
M. H. de Young	Q6712648
Neil Young	Q633
Owen D. Young	Q944509
Robert Young (actor)	Q516390
Marguerite Yourcenar	Q163118
Malala Yousafzai	Q32732
Alexander Ypsilantis	Q319700
Hipólito Yrigoyen	Q297134
Yu Hyun-mok	Q496429
Yu Shinan	Q559414
Su Yu	Q840370
Yuan Chonghuan	Q715553
Yuan Shikai	Q210329
Yuan Zhen	Q468709
Susilo Bambang Yudhoyono	Q57405
John Yudkin	Q1265477
Hideki Yukawa	Q155777
Sanada Yukimura	Q3948081
Chatrichalerm Yukol	Q964774
Isang Yun	Q153611
Geoffrey Gurrumul Yunupingu	Q1400515
Muhammad Yunus	Q43969
Viktor Yushchenko	Q1459699
Yusuf ibn Tashfin	Q369981
Al-Hajjaj ibn Yusuf	Q293460
Sami Yusuf	Q558226
Zhang Yuzhe	Q716977
Steve Yzerman	Q440395
Lotfi A. Zadeh	Q92767
Ossip Zadkine	Q160172
Carlos Ruiz Zafón	Q296752
Mário Zagallo	Q311511
Basil Zaharoff	Q283026
Ahmad Zahir	Q195522
Yohanan ben Zakkai	Q733660
Alexander Zakharchenko	Q17488307
Ahmed Zaki (actor)	Q401563
Shneur Zalman of Liadi	Q547033
Valerii Zaluzhnyi	Q54964679
Al-Zamakhshari	Q482451
Frank Zamboni	Q1287174
L. L. Zamenhof	Q11758
Gheorghe Zamfir	Q328800
Elena Zamolodchikova	Q443894
Yevgeny Zamyatin	Q204868
Darryl F. Zanuck	Q364342
Frank Zappa	Q127330
Ignacio Zaragoza	Q558759
Gioseffo Zarlino	Q365805
Abu Musab al-Zarqawi	Q181049
Emil Zátopek	Q52589
Zewditu	Q148524
José Víctor Zavala	Q5946123
Zayd ibn Ali	Q144287
Zayd ibn Haritha al-Kalbi	Q34418
Zayd ibn Thabit	Q144302
Zayed bin Sultan Al Nahyan	Q167846
Ali al-Sajjad	Q314978
Zaynab bint Ali	Q1111208
Zeami Motokiyo	Q169352
Ernesto Zedillo	Q298149
Pieter Zeeman	Q79000
Franco Zeffirelli	Q53040
Alki Zei	Q2620055
Carl Zeiss	Q76833
José Santos Zelaya	Q560938
Manuel Zelaya	Q191060
Volodymyr Zelenskyy	Q3874799
Jan Železný	Q193187
Renée Zellweger	Q122614
Robert Zemeckis	Q187364
John Peter Zenger	Q215838
Zeno (emperor)	Q183452
Zeno of Citium	Q171303
Zeno of Elea	Q132157
Benjamin Zephaniah	Q561142
Pope Zephyrinus	Q101306
Ferdinand von Zeppelin	Q75780
Ernst Zermelo	Q57248
Frits Zernike	Q188293
Catherine Zeta-Jones	Q47664
Clara Zetkin	Q75823
Zeuxis (painter)	Q197044
Sabbatai Zevi	Q299215
Ahmed Zewail	Q106624
Zhang Yimou	Q55430
Zhang Hu (poet)	Q11067506
Zhang Juzheng	Q197234
Zhang Leping	Q197232
Zhang Wentian	Q700939
Zhang Xianzhong	Q715573
Zhang Yiming	Q63306804
Zhang Zai	Q197338
Zhang Zhongjing	Q197350
Zhang Ziyi	Q180852
Zhang Zuolin	Q197358
Zhao Wei	Q197471
Ban Zhao	Q177081
Zhao Mengfu	Q197461
Zhao Tuo	Q701895
Zhao Ziyang	Q99829
King Zhaoxiang of Qin	Q553240
Mikhail Zharov	Q764546
Zheng Yi Sao	Q266715
Zheng Junli	Q197624
Zheng Zhenduo	Q6124178
Yan Zhenqing	Q758566
Todor Zhivkov	Q28517
Dong Zhongshu	Q445626
Di Xin	Q470072
Zhou Bangyan	Q10921064
Duke of Zhou	Q468747
Zhou Dunyi	Q197962
Zhou Qunfei	Q19841142
Zhou Xuan	Q1207860
Zhou Xun	Q198030
Zhou Youguang	Q591407
Zhou Yu	Q198048
Zhu Shaowen	Q11094621
Zhu Wen	Q1275305
Zhu De	Q22513
Zhu Rongji	Q18285
Zhu Shijie	Q198126
Zhu Yunming	Q557212
Zhuang Zhou	Q47739
Nikolay Zhukovsky (scientist)	Q271956
Vasily Zhukovsky	Q157623
Zia-ul-Haq	Q200499
Khaleda Zia	Q234814
Zico (footballer)	Q47526
Florenz Ziegfeld Jr.	Q95024
Philip Zimbardo	Q296042
Krystian Zimerman	Q353461
Hans Zimmer	Q76364
Howard Zinn	Q119546
Fred Zinnemann	Q55420
Grigory Zinoviev	Q207459
Preity Zinta	Q188671
Slavoj Žižek	Q184750
Florian Znaniecki	Q599197
Zodiac Killer	Q218148
Zoe Porphyrogenita	Q41659
Dino Zoff	Q180661
Zog I	Q60699
Mou Zongsan	Q6918843
Vera Zorina	Q1791652
Zosimos of Panopolis	Q226868
Zou Yan	Q227022
Vilmos Zsigmond	Q963628
Zucchero Fornaciari	Q125948
Mark Zuckerberg	Q36215
Ghil'ad Zuckermann	Q469925
Zuhayr bin Abi Sulma	Q228566
Adolph Zukor	Q361208
Salah Zulfikar	Q7403450
Jacob Zuma	Q57282
Zumbi	Q229682
Peter Zumthor	Q123179
Zuo Qiuming	Q230192
Oton Župančič	Q301171
Francisco de Zurbarán	Q209615
Stefan Zweig	Q78491
Fritz Zwicky	Q115462
Vladimir K. Zworykin	Q296545
Alvar Aalto	Q82840
ABBA	Q18233
Abbas the Great	Q171349
Muhammad ibn Abd al-Wahhab	Q69351
Abd al-Malik ibn Marwan	Q36788
Abd al-Rahman III	Q190418
Abd Allah al-Mahdi Billah	Q307629
Kareem Abdul-Jabbar	Q179051
Shinzo Abe	Q132345
Niels Henrik Abel	Q124115
Peter Abelard	Q4295
Abu Bakr	Q334923
Abu Hanifa	Q190896
Chinua Achebe	Q155845
Ansel Adams	Q60809
Jane Addams	Q180989
Konrad Adenauer	Q2492
Theodor W. Adorno	Q152388
Aeschylus	Q40939
Æthelstan	Q170017
Flavius Aetius	Q185476
Afonso I of Portugal	Q587697
Louis Agassiz	Q122972
Sultan Agung of Mataram	Q1771129
Ahmad al-Mansur	Q400911
Ahmad ibn Hanbal	Q194442
Muhammad Ahmad	Q298678
Aisha	Q4730963
Chinghiz Aitmatov	Q484292
Ajatashatru	Q379242
Akhenaten	Q81794
Anna Akhmatova	Q80440
Rabbi Akiva	Q310821
Ryūnosuke Akutagawa	Q186326
Ahmad ibn Ibrahim al-Ghazi	Q335728
Al-Hakim bi-Amr Allah	Q342137
Ibn al-Haytham	Q11104
Al-Nasir Muhammad	Q293505
Emir Abdelkader	Q179825
Ja'far al-Sadiq	Q170046
Al-Shafi'i	Q294281
Alaric I	Q102371
Alauddin Khalji	Q335362
Alaungpaya	Q470978
Leon Battista Alberti	Q182046
Afonso de Albuquerque	Q204397
Alcibiades	Q187982
Jean Le Rond d'Alembert	Q153232
Alexander I of Russia	Q15193
Alexander II of Russia	Q83171
Pope Alexander VI	Q108316
Svetlana Alexievich	Q274334
Alexis of Russia	Q7731
Alfred the Great	Q83476
Hyder Ali	Q1569078
Muhammad Ali	Q36107
Woody Allen	Q25089
Salvador Allende	Q440
Gordon Allport	Q310741
Jorge Amado	Q184440
B. R. Ambedkar	Q231690
Ambrose	Q43689
Amda Seyon I	Q460342
Idi Amin	Q48231
André-Marie Ampère	Q675
Amr ibn al-As	Q314781
Roald Amundsen	Q926
Ānanda	Q28988
Anawrahta	Q45241
Hans Christian Andersen	Q5673
Julie Andrews	Q161819
Maya Angelou	Q19526
Kofi Annan	Q1254
Anselm of Canterbury	Q43939
Susan B. Anthony	Q192245
Antigonus I Monophthalmus	Q200401
Antiochus III the Great	Q3365
Ion Antonescu	Q152030
Michelangelo Antonioni	Q55433
Mark Antony	Q51673
Apollonius of Perga	Q180109
Thomas Aquinas	Q9438
Corazon Aquino	Q1480
Abd al-Rahman I	Q29000
Yasser Arafat	Q34211
Hannah Arendt	Q60025
Aristophanes	Q43353
Arius	Q106026
Arminius	Q68880
Jacobus Arminius	Q313070
Neil Armstrong	Q1615
Svante Arrhenius	Q80956
Antonin Artaud	Q187166
Aryabhata	Q11359
Ashurbanipal	Q171191
Isaac Asimov	Q34981
Askia Muhammad I	Q1771994
Fred Astaire	Q100937
John Jacob Astor	Q57423
Atahualpa	Q179577
Mustafa Kemal Atatürk	Q5152
Athanasius of Alexandria	Q44024
David Attenborough	Q183337
Attila	Q36724
Clement Attlee	Q129006
Margaret Atwood	Q183492
John James Audubon	Q182882
Augustine of Hippo	Q8018
Augustus II the Strong	Q53437
Aung San	Q194161
Aurangzeb	Q485547
Marcus Aurelius	Q1430
Sri Aurobindo	Q192207
Jane Austen	Q36322
Averroes	Q39837
Amedeo Avogadro	Q43476
Nnamdi Azikiwe	Q181782
Charles Aznavour	Q1785
Babak Khorramdin	Q379997
Charles Babbage	Q46633
Babur	Q797848
Amitabh Bachchan	Q9570
Francis Bacon	Q37388
Robert Baden-Powell, 1st Baron Baden-Powell	Q12665
Leo Baekeland	Q243442
Baháʼu'lláh	Q101054
Bai Juyi	Q313324
Baybars	Q192960
John Logie Baird	Q133544
Josephine Baker	Q151972
Mikhail Bakunin	Q27645
George Balanchine	Q310184
Lucille Ball	Q209662
Honoré de Balzac	Q9711
Stefan Banach	Q180217
Hastings Banda	Q184945
Albert Bandura	Q153753
Joseph Banks	Q153408
Hayreddin Barbarossa	Q200582
John Bardeen	Q949
Brigitte Bardot	Q36268
Willem Barentsz	Q133060
Karl Barth	Q107473
Béla Bartók	Q83326
Mikhail Baryshnikov	Q295420
Basil II	Q41833
Basil of Caesarea	Q44258
Stephen Báthory	Q54030
Charles Baudelaire	Q501
Bayinnaung	Q470984
The Beach Boys	Q183048
Charles A. Beard	Q719860
Aubrey Beardsley	Q272566
Simone de Beauvoir	Q7197
Cesare Beccaria	Q223723
Franz Beckenbauer	Q4457
Samuel Beckett	Q37327
Henri Becquerel	Q41269
Bede	Q154938
Béla IV of Hungary	Q152370
Alexander Graham Bell	Q34286
Saul Bellow	Q83059
David Ben-Gurion	Q37610
Benedict of Nursia	Q44265
Jeremy Bentham	Q60887
Carl Benz	Q40224
Ingmar Bergman	Q7546
Ingrid Bergman	Q43247
Henri Bergson	Q42156
Vitus Bering	Q127641
George Berkeley	Q82049
Irving Berlin	Q128746
Isaiah Berlin	Q205162
Emile Berliner	Q71004
Hector Berlioz	Q1151
Claude Bernard	Q208230
Edward Bernays	Q434839
Tim Berners-Lee	Q80
Sarah Bernhardt	Q4605
Gian Lorenzo Bernini	Q160538
Daniel Bernoulli	Q122366
Jacob Bernoulli	Q122392
Johann Bernoulli	Q227897
Eduard Bernstein	Q75786
Leonard Bernstein	Q152505
Chuck Berry	Q5921
Jöns Jacob Berzelius	Q151911
Hans Bethe	Q155794
Kumārila Bhaṭṭa	Q774847
Bhumibol Adulyadej	Q855252
Benazir Bhutto	Q34413
Steve Biko	Q214473
Simone Biles	Q7520267
Osama bin Laden	Q1317
Al-Biruni	Q11826
Otto von Bismarck	Q8442
Paul Biya	Q57272
Black Sabbath	Q47670
Blackbeard	Q213518
William Blackstone	Q332449
William Blake	Q41513
Fanny Blankers-Koen	Q229046
Helena Blavatsky	Q189454
Karen Blixen	Q182804
Nellie Bly	Q230299
Enid Blyton	Q192069
Franz Boas	Q76857
Giovanni Boccaccio	Q1402
Bodhidharma	Q187172
Humphrey Bogart	Q16390
Niels Bohr	Q7085
Bolesław I the Brave	Q53436
Usain Bolt	Q1189
Ludwig Boltzmann	Q84296
Bonaventure	Q43746
Pope Boniface VIII	Q134646
George Boole	Q134661
Jorge Luis Borges	Q909
Cesare Borgia	Q187998
Boris I of Bulgaria	Q311057
Norman Borlaug	Q154824
Max Born	Q58978
Hieronymus Bosch	Q130531
Subhas Chandra Bose	Q2153
Satyendra Nath Bose	Q45789
Sandro Botticelli	Q5669
Boudica	Q184634
Nadia Boulanger	Q140619
Pierre Boulez	Q156193
Pierre Bourdieu	Q156268
David Bowie	Q5383
Robert Boyle	Q43393
Ray Bradbury	Q40640
Don Bradman	Q313591
Tom Brady	Q313381
William Henry Bragg	Q133747
Tycho Brahe	Q36620
Brahmagupta	Q202943
Johannes Brahms	Q7294
Louis Braille	Q93182
Constantin Brâncuși	Q153048
Marlon Brando	Q34012
Willy Brandt	Q2514
Fernand Braudel	Q185105
Bertolt Brecht	Q38757
Robert Bresson	Q55391
Leonid Brezhnev	Q765165
Benjamin Britten	Q150767
Joseph Brodsky	Q862
Louis de Broglie	Q83331
Brontë family	Q835808
James Brown	Q5950
Anton Bruckner	Q81752
Pieter Bruegel the Elder	Q43270
Gro Harlem Brundtland	Q133009
Isambard Kingdom Brunel	Q207380
Filippo Brunelleschi	Q174330
Giordano Bruno	Q36330
Warren Buffett	Q47213
Mikhail Bulgakov	Q835
Ivan Bunin	Q46602
Luis Buñuel	Q51545
Edmund Burke	Q165792
Robert Burns	Q81960
George W. Bush	Q207
Lord Byron	Q5679
Pedro Álvares Cabral	Q174432
John Cage	Q180727
Cai Lun	Q229235
Pedro Calderón de la Barca	Q170800
Caligula	Q1409
Maria Callas	Q128297
John Calvin	Q37577
James Cameron	Q42574
Luís de Camões	Q590
Albert Camus	Q34670
Georg Cantor	Q76420
Cnut	Q134128
Cao Cao	Q204077
Al Capone	Q80048
Frank Capra	Q51492
Caravaggio	Q42207
Gerolamo Cardano	Q184530
George Carlin	Q150651
Andrew Carnegie	Q484265
Nicolas Léonard Sadi Carnot	Q181685
Alejo Carpentier	Q216466
Lewis Carroll	Q38082
Johnny Carson	Q310819
Rachel Carson	Q100948
Henri Cartier-Bresson	Q156567
Jacques Cartier	Q7321
Enrico Caruso	Q170726
George Washington Carver	Q296898
Pablo Casals	Q208537
Giacomo Casanova	Q83321
Johnny Cash	Q42775
Casimir III the Great	Q53457
Fidel Castro	Q11256
Catherine de' Medici	Q131552
Cato the Elder	Q180081
Catullus	Q163079
Augustin-Louis Cauchy	Q8814
Constantine P. Cavafy	Q216980
Henry Cavendish	Q131733
Camillo Benso, Count of Cavour	Q166092
Arthur Cayley	Q159430
Nicolae Ceaușescu	Q80504
Miguel de Cervantes	Q5682
Paul Cézanne	Q35548
James Chadwick	Q80884
Marc Chagall	Q93284
Chaitanya Mahaprabhu	Q870262
Jackie Chan	Q36970
Chanakya	Q9045
Dhyan Chand	Q381138
Raymond Chandler	Q180377
Chandragupta II	Q844536
Coco Chanel	Q45661
Charles I of England	Q81506
Charles IV, Holy Roman Emperor	Q155669
Charles V, Holy Roman Emperor	Q32500
Charles XII of Sweden	Q52934
Charles XIV John	Q52927
Charles Martel	Q3301
Charles the Fat	Q150712
Ray Charles	Q544387
Geoffrey Chaucer	Q5683
Hugo Chávez	Q8440
Anton Chekhov	Q5685
Chiang Kai-shek	Q16574
Noam Chomsky	Q9049
Frédéric Chopin	Q1268
Chrétien de Troyes	Q4302
Agatha Christie	Q35064
Christina, Queen of Sweden	Q52937
Chulalongkorn	Q158861
John Churchill, 1st Duke of Marlborough	Q153803
Winston Churchill	Q8016
El Cid	Q43958
Empress Dowager Cixi	Q47842
Arthur C. Clarke	Q47087
Carl von Clausewitz	Q76430
Georges Clemenceau	Q171730
Clement of Rome	Q42887
Clement of Alexandria	Q188883
Robert Clive	Q162296
Clovis I	Q82339
Jean Cocteau	Q83158
J. M. Coetzee	Q43293
Samuel Taylor Coleridge	Q82409
Michael Collins (Irish leader)	Q173196
John Coltrane	Q7346
Nadia Comăneci	Q33228
Auguste Comte	Q12718
Sean Connery	Q4573
Joseph Conrad	Q82925
John Constable	Q159297
Constantine the Great	Q8413
James Cook	Q7324
Edward Drinker Cope	Q298933
Aaron Copland	Q192185
Francis Ford Coppola	Q56094
Hernán Cortés	Q7326
Bill Cosby	Q213512
Pierre de Coubertin	Q82984
Gustave Courbet	Q34618
Margaret Court	Q202342
Jacques Cousteau	Q83233
Thomas Cranmer	Q199894
Francis Crick	Q123280
Oliver Cromwell	Q44279
Walter Cronkite	Q31073
Bing Crosby	Q72984
Aleister Crowley	Q172684
Johan Cruyff	Q17163
Celia Cruz	Q474045
Pierre Curie	Q37463
George Curzon, 1st Marquess Curzon of Kedleston	Q271878
Georges Cuvier	Q171969
Cyril and Methodius	Q239925
Cyril of Alexandria	Q44079
Louis Daguerre	Q131405
Roald Dahl	Q25161
14th Dalai Lama	Q17293
Salvador Dalí	Q5577
John Dalton	Q41284
Daniel of Galicia	Q58607
Georges Danton	Q184623
Darius the Great	Q44387
Jacques-Louis David	Q83155
Bette Davis	Q71206
Miles Davis	Q93341
Humphry Davy	Q131761
Doris Day	Q104372
Lee de Forest	Q354863
Charles de Gaulle	Q2042
Bartolomé de las Casas	Q207416
Robert De Niro	Q36949
Éamon de Valera	Q173347
Claude Debussy	Q4700
Peter Debye	Q103835
Decebalus	Q28928
Richard Dedekind	Q76556
Daniel Defoe	Q40946
Edgar Degas	Q46373
Eugène Delacroix	Q33477
Alain Delon	Q106529
Cecil B. DeMille	Q72267
Democritus	Q41980
Demosthenes	Q117253
Deng Xiaoping	Q16977
Jacques Derrida	Q130631
Vittorio De Sica	Q53004
John Dewey	Q131805
Alfredo Di Stéfano	Q164546
Porfirio Díaz	Q150688
Charles Dickens	Q5686
Emily Dickinson	Q4441
Denis Diderot	Q448
Rudolf Diesel	Q12674
Marlene Dietrich	Q4612
Edsger W. Dijkstra	Q8556
Muthuswami Dikshitar	Q1771067
Diocletian	Q43107
Diogenes	Q59180
Diophantus	Q178217
Diponegoro	Q28899
Paul Dirac	Q47480
Peter Gustav Lejeune Dirichlet	Q29193
Benjamin Disraeli	Q82006
Novak Djokovic	Q5812
Dōgen	Q318064
Plácido Domingo	Q130853
Domitian	Q1423
Donatello	Q37562
John Donne	Q140412
The Doors	Q45354
Fyodor Dostoevsky	Q991
Frederick Douglass	Q215562
Arthur Conan Doyle	Q35610
Draco (legislator)	Q28626
Francis Drake	Q36517
Carl Theodor Dreyer	Q51127
John Dryden	Q213355
W. E. B. Du Bois	Q158060
Guillaume Du Fay	Q207717
Du Fu	Q33772
Alexander Dubček	Q150543
Marcel Duchamp	Q5912
Alexandre Dumas	Q38337
Henry Dunant	Q12091
Isadora Duncan	Q483512
Duns Scotus	Q190089
Albrecht Dürer	Q5580
Émile Durkheim	Q15948
Ahmad Shah Durrani	Q46798
Guru Dutt	Q149136
François Duvalier	Q187697
Antonín Dvořák	Q7298
Bob Dylan	Q392
Amelia Earhart	Q3355
George Eastman	Q189147
Clint Eastwood	Q43203
Umberto Eco	Q12807
Mary Baker Eddy	Q235069
Edward I	Q57798
Edward III	Q129247
Jonathan Edwards (theologian)	Q313073
Gustave Eiffel	Q20882
Dwight D. Eisenhower	Q9916
Sergei Eisenstein	Q8003
Will Eisner	Q309850
Eleanor of Aquitaine	Q178525
Edward Elgar	Q179631
George Eliot	Q131333
T. S. Eliot	Q37767
Elizabeth II	Q9682
Elizabeth of Russia	Q130752
Duke Ellington	Q4030
Albert Ellis	Q313931
Ralph Waldo Emerson	Q48226
Eminem	Q5608
Kangxi Emperor	Q17790
Douglas Engelbart	Q92614
Friedrich Engels	Q34787
Enheduanna	Q232505
Brian Eno	Q569003
Enver Pasha	Q153899
Epicurus	Q43216
Erasmus	Q43499
Eratosthenes	Q43182
Recep Tayyip Erdoğan	Q39259
Erik Erikson	Q58074
Leif Erikson	Q42838
Max Ernst	Q154842
M. C. Escher	Q1470
Pablo Escobar	Q187447
Euripides	Q48305
Eusebius	Q142999
Jan van Eyck	Q102272
Juan Manuel Fangio	Q2069
Frantz Fanon	Q193670
Al-Farabi	Q160460
Philo Farnsworth	Q360098
Fatima	Q180123
William Faulkner	Q38392
Gabriel Fauré	Q104919
Roger Federer	Q1426
Federico Fellini	Q7371
Ferdinand II of Aragon	Q12860
Ferdinand I, Holy Roman Emperor	Q150611
Ferdowsi	Q43459
Pierre de Fermat	Q75655
Enrico Fermi	Q8753
Enzo Ferrari	Q181282
Leon Festinger	Q315916
Richard Feynman	Q39246
Fibonacci	Q8763
Johann Gottlieb Fichte	Q102585
Dietrich Fischer-Dieskau	Q77060
Bobby Fischer	Q41314
Ronald Fisher	Q216723
Ella Fitzgerald	Q1768
F. Scott Fitzgerald	Q93354
Gustave Flaubert	Q43444
Alexander Fleming	Q37064
John Ford	Q51114
Bob Fosse	Q313256
Stephen Foster	Q305202
Léon Foucault	Q187966
Michel Foucault	Q44272
Joseph Fourier	Q8772
Francis of Assisi	Q676555
Francis I of France	Q129857
Francis II, Holy Roman Emperor	Q130834
Francisco Franco	Q29179
Anne Frank	Q4583
Aretha Franklin	Q125121
Benjamin Franklin	Q34969
Rosalind Franklin	Q7474
Franz Joseph I	Q51056
Frederick the Great	Q33550
Frederick II, Holy Roman Emperor	Q130221
Frederick Barbarossa	Q79789
Frederick William I of Prussia	Q105013
Gottlob Frege	Q60028
Augustin-Jean Fresnel	Q187241
Anna Freud	Q78485
Betty Friedan	Q234604
Milton Friedman	Q47426
Caspar David Friedrich	Q104884
Jean Froissart	Q315000
Robert Frost	Q168728
Carlos Fuentes	Q154691
Jakob Fugger	Q65103
Buckminster Fuller	Q102289
Robert Fulton	Q192496
Louis de Funès	Q2737
Fuzuli (poet)	Q178379
Clark Gable	Q71243
Muammar Gaddafi	Q19878
Yuri Gagarin	Q7327
Serge Gainsbourg	Q1698
Gaiseric	Q152127
John Kenneth Galbraith	Q186042
Galen	Q8778
Évariste Galois	Q7091
Francis Galton	Q191026
Luigi Galvani	Q1589
Vasco da Gama	Q7328
Vilna Gaon	Q279359
Emperor Gaozu of Han	Q7210
Greta Garbo	Q5443
Federico García Lorca	Q41408
Gabriel García Márquez	Q5878
Giuseppe Garibaldi	Q539
Judy Garland	Q11637
Marcus Garvey	Q272504
Bill Gates	Q5284
Gaudapada	Q1771062
Antoni Gaudí	Q25328
Paul Gauguin	Q37693
Joseph Louis Gay-Lussac	Q153185
Marvin Gaye	Q189758
Jabir ibn Hayyan	Q167852
Haile Gebrselassie	Q171500
Gediminas	Q244852
Clifford Geertz	Q310956
Frank Gehry	Q180374
Murray Gell-Mann	Q172840
Artemisia Gentileschi	Q212657
Saint George	Q48438
George III	Q127318
George Gershwin	Q123829
Ghalib	Q107000
Indira Gandhi	Q1149
Al-Ghazali	Q9546
Alberto Giacometti	Q157194
Võ Nguyên Giáp	Q179910
Edward Gibbon	Q161841
Josiah Willard Gibbs	Q153243
Kahlil Gibran	Q47737
John Gielgud	Q204685
Gilbert and Sullivan	Q1146602
William Gilbert (physicist)	Q192706
Giotto	Q7814
Lillian Gish	Q104183
William Ewart Gladstone	Q160852
Philip Glass	Q189729
Jean-Luc Godard	Q53001
Robert H. Goddard	Q182546
Godfrey of Bouillon	Q76721
Joseph Goebbels	Q41749
Johann Wolfgang von Goethe	Q5879
Nikolai Gogol	Q43718
William Golding	Q44183
Emma Goldman	Q79969
Samuel Goldwyn	Q72579
Jane Goodall	Q184746
Mikhail Gorbachev	Q30487
Nadine Gordimer	Q47619
Hermann Göring	Q47906
Maxim Gorky	Q12706
Glenn Gould	Q216924
Stephen Jay Gould	Q180619
Francisco Goya	Q5432
Gracchi brothers	Q3135206
W. G. Grace	Q616068
Steffi Graf	Q11662
Billy Graham	Q213550
Martha Graham	Q487604
Antonio Gramsci	Q83003
Cary Grant	Q83410
Ulysses S. Grant	Q34836
El Greco	Q301
Horace Greeley	Q436790
Pope Gregory I	Q42827
Pope Gregory VII	Q133063
Gregory of Nazianzus	Q44011
Gregory of Nyssa	Q191734
Wayne Gretzky	Q209518
Florence Griffith Joyner	Q31082
D. W. Griffith	Q51123
Brothers Grimm	Q2793
Walter Gropius	Q61071
Alexander Grothendieck	Q77141
Hugo Grotius	Q154959
Che Guevara	Q5809
Guru Gobind Singh	Q312967
Gustavus Adolphus	Q52938
Woody Guthrie	Q4061
Gwanggaeto the Great	Q498791
Fritz Haber	Q57075
Jürgen Habermas	Q76357
Zaha Hadid	Q47780
Hadrian	Q1427
Ernst Haeckel	Q48246
Hafez	Q6240
Otto Hahn	Q57065
Haile Selassie	Q41178
Edmond Halley	Q47434
Abdul Hamid II	Q134817
W. D. Hamilton	Q15451
William Rowan Hamilton	Q11887
Dag Hammarskjöld	Q1267
Knut Hamsun	Q40826
Han Fei	Q28959
Han Yu	Q318998
George Frideric Handel	Q7302
Tom Hanks	Q2263
Hannibal	Q36456
Hanno the Navigator	Q296478
Yuzuru Hanyu	Q597023
Setsuko Hara	Q236129
G. H. Hardy	Q184337
Thomas Hardy	Q132805
Harsha	Q216895
Harun al-Rashid	Q131002
William Harvey	Q93128
Hatshepsut	Q129234
Georges-Eugène Haussmann	Q191798
Václav Havel	Q36233
Stephen Hawking	Q17714
Howard Hawks	Q51581
Joseph Haydn	Q7349
Friedrich Hayek	Q1325
William Randolph Hearst	Q294931
Georg Wilhelm Friedrich Hegel	Q9235
Martin Heidegger	Q48301
Heinrich Heine	Q44403
Robert A. Heinlein	Q123078
Werner Heisenberg	Q40904
Hermann von Helmholtz	Q60024
Ernest Hemingway	Q23434
Jimi Hendrix	Q5928
Sonja Henie	Q204205
Henry II of England	Q102140
Henry IV of France	Q936976
Henry V of England	Q131581
Henry IV, Holy Roman Emperor	Q60094
Prince Henry the Navigator	Q182897
Jim Henson	Q191037
Audrey Hepburn	Q42786
Katharine Hepburn	Q56016
Heraclitus	Q41155
Heraclius	Q41852
Hergé	Q52985
Charles Hermite	Q168401
Hero of Alexandria	Q161853
Herod the Great	Q51672
Herodotus	Q26825
Caroline Herschel	Q76948
William Herschel	Q14277
Heinrich Hertz	Q41257
Theodor Herzl	Q44003
Werner Herzog	Q44131
Hesiod	Q44233
Hermann Hesse	Q25973
Miguel Hidalgo y Costilla	Q55636
David Hilbert	Q41585
Hildegard of Bingen	Q70991
Edmund Hillary	Q33817
Heinrich Himmler	Q43067
Paul von Hindenburg	Q2667
Hipparchus	Q159905
Hirohito	Q34479
Hiroshige	Q200798
Alfred Hitchcock	Q7374
Ho Chi Minh	Q36014
Thomas Hobbes	Q37621
Eric Hobsbawm	Q34933
Dorothy Hodgkin	Q7487
Jacobus Henricus van 't Hoff	Q102822
William Hogarth	Q171344
Hans Holbein the Younger	Q48319
Billie Holiday	Q104358
Buddy Holly	Q5977
Erich Honecker	Q2607
Hong Xiuquan	Q334732
Robert Hooke	Q46830
Joseph Dalton Hooker	Q157501
J. Edgar Hoover	Q210435
Edward Hopper	Q203401
Grace Hopper	Q11641
Horace	Q6197
Vladimir Horowitz	Q192506
Harry Houdini	Q131545
Gordie Howe	Q358519
Huang Chao	Q714113
Hong Taiji	Q296367
Edwin Hubble	Q43027
Howard Hughes	Q189081
Langston Hughes	Q188093
Victor Hugo	Q535
Huineng	Q345012
Hulegu Khan	Q177320
Humayun	Q486188
Alexander von Humboldt	Q6694
David Hume	Q37160
John Hunyadi	Q242688
Hürrem Sultan	Q255809
Jan Hus	Q43977
Husayn ibn Ali	Q112128
Saddam Hussein	Q1316
Edmund Husserl	Q58586
James Hutton	Q192927
Thomas Henry Huxley	Q184366
Christiaan Huygens	Q39599
Hypatia	Q11903
Ibn Arabi	Q46420
Ibn Battuta	Q7331
